,Year,Data Type,Institution,Degree Name,Discipline Name,Non Res Alien M,Non Res Alien F,Unknown M,Unknown F,Hispanic M,Hispanic F,American Indian M,American Indian F,Asian American M,Asian American F,African American M,African American F,Hawaiian/pac.isl M,Hawaiian/pac.isl F,White M,White F,Multiracial M,Multiracial F,Total
0,2019,DegreesAwarded,Air Force Institute of Technology,Aeronautical Engineering (M.S),Aerospace Engineering,0,0,2,0,2,0,0,0,0,0,0,0,0,0,24,2,0,1,31
1,2019,DegreesAwarded,Air Force Institute of Technology,Applied Physics (M.S),Engr. Science and Engr. Physics,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,1,10
2,2019,DegreesAwarded,Air Force Institute of Technology,Applied Systems Engineering (M.E),Industrial/Manufacturing/Systems Engineering,0,0,1,0,2,0,0,0,1,0,0,0,0,0,6,0,1,1,12
3,2019,DegreesAwarded,Air Force Institute of Technology,Astronautical Engineering (M.S),Aerospace Engineering,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,2,1,0,14
4,2019,DegreesAwarded,Air Force Institute of Technology,Atmospheric Sciences (M.S),Engr. Science and Engr. Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5
5,2019,DegreesAwarded,Air Force Institute of Technology,Computer Engineering (M.S),Computer Engineering,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,6
6,2019,DegreesAwarded,Air Force Institute of Technology,Computer Science (M.S),Computer Science (inside engineering),0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,8
7,2019,DegreesAwarded,Air Force Institute of Technology,Cyber Operations (M.S),Computer Science (inside engineering),0,0,1,0,3,0,0,0,1,0,2,0,0,0,4,0,1,0,12
8,2019,DegreesAwarded,Air Force Institute of Technology,Electrical Engineering (M.S),Electrical Engineering,1,1,1,1,4,1,0,0,1,0,3,0,0,0,19,0,2,0,34
9,2019,DegreesAwarded,Air Force Institute of Technology,Engineering Management (M.S),Engineering Management,2,0,3,0,1,0,0,0,0,1,1,0,1,0,10,3,0,0,22
10,2019,DegreesAwarded,Air Force Institute of Technology,Environmental Engineering and Science (M.S),Environmental Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
11,2019,DegreesAwarded,Air Force Institute of Technology,Industrial Hygiene (M.S),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12,2019,DegreesAwarded,Air Force Institute of Technology,Materials Science (M.S),Aerospace Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4
13,2019,DegreesAwarded,Air Force Institute of Technology,Nuclear Engineering (M.S),Nuclear Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4
14,2019,DegreesAwarded,Air Force Institute of Technology,Operations Research (M.S),Other Engineering Disciplines,0,0,3,1,0,0,0,0,1,0,0,0,0,0,17,6,0,1,29
15,2019,DegreesAwarded,Air Force Institute of Technology,Optical Science and Engineering (M.S),Engr. Science and Engr. Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16,2019,DegreesAwarded,Air Force Institute of Technology,Space Systems (M.S),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17,2019,DegreesAwarded,Air Force Institute of Technology,Systems Engineering (M.S),Industrial/Manufacturing/Systems Engineering,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,8
18,2019,DegreesAwarded,Air Force Institute of Technology,Aeronautical Engineering (Ph.D.),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
19,2019,DegreesAwarded,Air Force Institute of Technology,Applied Physics (Ph.D.),Engr. Science and Engr. Physics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,7
20,2019,DegreesAwarded,Air Force Institute of Technology,Astronautical Engineering (Ph.D.),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,2019,DegreesAwarded,Air Force Institute of Technology,Computer Science (Ph.D.),Computer Science (inside engineering),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
22,2019,DegreesAwarded,Air Force Institute of Technology,Electrical Engineering (Ph.D.),Electrical Engineering,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4
23,2019,DegreesAwarded,Air Force Institute of Technology,Materials Science (Ph.D.),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24,2019,DegreesAwarded,Air Force Institute of Technology,Nuclear Engineering (Ph.D.),Nuclear Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,5
25,2019,DegreesAwarded,Air Force Institute of Technology,Operations Research (Ph.D.),Other Engineering Disciplines,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4
26,2019,DegreesAwarded,Alabama A & M University,Civil Engineering,Civil Engineering,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
27,2019,DegreesAwarded,Alabama A & M University,Electrical Engineering,Electrical Engineering,2,0,1,0,0,0,0,0,0,0,22,8,1,0,0,0,0,0,34
28,2019,DegreesAwarded,Alabama A & M University,Mechanical Engineering,Mechanical Engineering,0,0,1,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,27
29,2019,DegreesAwarded,Alabama A & M University,Other Engineering,Other Engineering Disciplines,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9
30,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Biomaterials Engineering (B.S.),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4
31,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Ceramic Engineering (B.S.),Other Engineering Disciplines,0,0,2,1,0,1,0,0,1,1,0,0,0,0,7,3,0,0,16
32,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Glass Engineering Science (B.S.),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
33,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Materials Science & Engineering (B.S.),Other Engineering Disciplines,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,16
34,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Mechanical Engineering (B.S.),Other Engineering Disciplines,0,0,5,0,5,0,0,0,1,0,0,0,0,0,25,0,0,0,36
35,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Renewable Energy Engineering,Other Engineering Disciplines,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,10
36,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Ceramic Engineering (M.S.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
37,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Electrical Engineering (M.S.),Electrical Engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
38,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Glass Science (M.S.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Materials Science & Engineering (M.S.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
40,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Mechanical Engineering (M.S.),Mechanical Engineering,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Ceramics (Ph.D.),Metallurgical and Matrls. Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
42,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Glass Science (Ph.D.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,2019,DegreesAwarded,"Alfred University, NY State College of Ceramics",Materials Science & Engineering (Ph.D),Metallurgical and Matrls. Engineering,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,2020,DegreesAwarded,Abilene Christian University,Computer Science (outside engineering),Computer Science (outside engineering),0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2,0,0,11
45,2020,DegreesAwarded,Abilene Christian University,Engineering (General),Engineering (General),1,2,0,0,3,0,0,0,0,1,1,0,0,0,7,1,1,0,17
46,2020,DegreesAwarded,Air Force Institute of Technology,Aeronautical Engineering (M.S),Aerospace Engineering,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,4,0,0,23
47,2020,DegreesAwarded,Air Force Institute of Technology,Applied Mathematics (M.S),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,2020,DegreesAwarded,Air Force Institute of Technology,Applied Physics (M.S),Engr. Science and Engr. Physics,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,0,1,13
49,2020,DegreesAwarded,Air Force Institute of Technology,Applied Systems Engineering (M.E),Industrial/Manufacturing/Systems Engineering,0,0,0,1,3,0,0,0,3,0,0,0,0,0,8,4,1,0,20
50,2020,DegreesAwarded,Air Force Institute of Technology,Astronautical Engineering (M.S),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6
51,2020,DegreesAwarded,Air Force Institute of Technology,Atmospheric Sciences (M.S),Engr. Science and Engr. Physics,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,8
52,2020,DegreesAwarded,Air Force Institute of Technology,Computer Engineering (M.S),Computer Engineering,1,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,7
53,2020,DegreesAwarded,Air Force Institute of Technology,Computer Science (M.S),Computer Science (inside engineering),0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8
54,2020,DegreesAwarded,Air Force Institute of Technology,Cost Analysis (M.S),Other Engineering Disciplines,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,13
55,2020,DegreesAwarded,Air Force Institute of Technology,Cyber Operations (M.S),Computer Science (inside engineering),0,0,1,0,1,0,0,0,2,0,1,0,0,0,10,1,1,0,17
56,2020,DegreesAwarded,Air Force Institute of Technology,Electrical Engineering (M.S),Electrical Engineering,2,0,2,0,2,0,0,0,2,1,1,1,0,0,26,1,0,0,38
57,2020,DegreesAwarded,Air Force Institute of Technology,Engineering Management (M.S),Engineering Management,0,0,2,0,1,0,0,0,1,0,0,0,1,0,12,5,0,1,23
58,2020,DegreesAwarded,Air Force Institute of Technology,Environmental Engineering and Science (M.S),Environmental Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5
59,2020,DegreesAwarded,Air Force Institute of Technology,Industrial Hygiene (M.S),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5
60,2020,DegreesAwarded,Air Force Institute of Technology,Logistics (M.S.),Other Engineering Disciplines,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
61,2020,DegreesAwarded,Air Force Institute of Technology,Logistics and Supply Chain Management (M.S.),Other Engineering Disciplines,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,12
62,2020,DegreesAwarded,Air Force Institute of Technology,Materials Science (M.S),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
63,2020,DegreesAwarded,Air Force Institute of Technology,Nuclear Engineering (M.S),Nuclear Engineering,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9,1,0,0,13
64,2020,DegreesAwarded,Air Force Institute of Technology,Operations Management (M.S),Other Engineering Disciplines,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,2,0,0,16
65,2020,DegreesAwarded,Air Force Institute of Technology,Operations Research (M.S),Other Engineering Disciplines,0,0,1,1,5,0,0,0,2,0,1,0,0,0,16,2,1,0,29
66,2020,DegreesAwarded,Air Force Institute of Technology,Optical Science and Engineering (M.S),Engr. Science and Engr. Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
67,2020,DegreesAwarded,Air Force Institute of Technology,Space Systems (M.S),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
68,2020,DegreesAwarded,Air Force Institute of Technology,Systems Engineering (M.S),Industrial/Manufacturing/Systems Engineering,1,0,2,1,0,0,0,0,0,0,0,0,0,0,10,2,0,0,16
69,2020,DegreesAwarded,Air Force Institute of Technology,Aeronautical Engineering (Ph.D.),Aerospace Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
70,2020,DegreesAwarded,Air Force Institute of Technology,Computer Engineering (Ph.D.),Computer Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,2020,DegreesAwarded,Air Force Institute of Technology,Computer Science (Ph.D.),Computer Science (inside engineering),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72,2020,DegreesAwarded,Air Force Institute of Technology,Electrical Engineering (Ph.D.),Electrical Engineering,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,9
73,2020,DegreesAwarded,Air Force Institute of Technology,Logistics (Ph.D.),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
74,2020,DegreesAwarded,Air Force Institute of Technology,Nuclear Engineering (Ph.D.),Nuclear Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
75,2020,DegreesAwarded,Air Force Institute of Technology,Operations Research (Ph.D.),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
76,2020,DegreesAwarded,Air Force Institute of Technology,Systems Engineering (Ph.D.),Industrial/Manufacturing/Systems Engineering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
77,2020,DegreesAwarded,Alabama A & M University,Civil Engineering,Civil Engineering,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,18
78,2020,DegreesAwarded,Alabama A & M University,Construction Engineering Technology,Construction Engineering Technology,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,9
79,2020,DegreesAwarded,Alabama A & M University,Electrical Engineering,Electrical Engineering,0,0,1,1,0,1,0,0,0,0,21,9,0,0,0,0,0,0,33
80,2020,DegreesAwarded,Alabama A & M University,Mechanical Engineering,Mechanical Engineering,0,0,1,0,1,0,0,0,0,0,24,14,0,0,0,1,0,0,41
81,2020,DegreesAwarded,Alabama A & M University,Other Engineering,Other Engineering Disciplines,1,0,2,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,30
82,2020,DegreesAwarded,Alfred University,Biomedical Engineering,Biomedical Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7
83,2020,DegreesAwarded,Alfred University,Mechanical Engineering,Mechanical Engineering,1,0,3,3,3,0,0,0,2,0,2,0,0,0,36,3,0,0,53
84,2020,DegreesAwarded,Alfred University,Metallurgical and Matrls. Engineering,Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9
85,2020,DegreesAwarded,Alfred University,Other Engineering,Other Engineering Disciplines,0,0,0,1,1,0,0,0,1,1,0,0,0,0,18,8,1,0,31
86,2020,DegreesAwarded,Alfred University,Biomedical Engineering,Biomedical Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
87,2020,DegreesAwarded,Alfred University,Electrical Engineering,Electrical Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2020,DegreesAwarded,Alfred University,Mechanical Engineering,Mechanical Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
89,2020,DegreesAwarded,Alfred University,Metallurgical and Matrls. Engineering,Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
90,2020,DegreesAwarded,Alfred University,Other Engineering,Other Engineering Disciplines,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
91,2020,DegreesAwarded,Alfred University,Other Engineering,Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
92,2020,DegreesAwarded,"Alfred University, NY State College of Ceramics",Biomaterials Engineering (M.S.),Biomedical Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
93,2020,DegreesAwarded,"Alfred University, NY State College of Ceramics",Ceramic Engineering (M.S.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
94,2020,DegreesAwarded,"Alfred University, NY State College of Ceramics",Electrical Engineering (M.S.),Electrical Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,2020,DegreesAwarded,"Alfred University, NY State College of Ceramics",Materials Science & Engineering (M.S.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
96,2020,DegreesAwarded,"Alfred University, NY State College of Ceramics",Mechanical Engineering (M.S.),Mechanical Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
97,2020,DegreesAwarded,"Alfred University, NY State College of Ceramics",Ceramics (Ph.D.),Metallurgical and Matrls. Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
98,2019,Enrollment,Abilene Christian University,Computer Engineering (B.S.),Other Engineering Disciplines,0,0,2,0,0,0,0,0,2,0,57,16,0,0,3,0,0,0,80
99,2019,Enrollment,Abilene Christian University,Computer Science (B.S.),Other Engineering Disciplines,0,0,4,0,0,0,0,0,0,0,89,34,0,0,3,1,0,0,131
100,2019,Enrollment,Abilene Christian University,Economics (B.S.),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,5
101,2019,Enrollment,Abilene Christian University,Electrical and Electronics Engineering Technology,Other Eng. Technology Disciplines,0,0,5,0,0,0,0,0,0,0,45,7,0,0,2,0,0,0,59
102,2019,Enrollment,Abilene Christian University,Information and Logistics Technology,Other Eng. Technology Disciplines,0,0,3,0,0,0,0,0,0,0,31,13,0,0,0,0,0,0,47
103,2019,Enrollment,Abilene Christian University,Manufacturing Engineering (B.S.),Other Engineering Disciplines,0,0,3,0,0,0,0,0,1,1,28,3,0,0,3,0,0,0,39
104,2019,Enrollment,Abilene Christian University,Mathematics (B.S.),Other Engineering Disciplines,0,0,0,0,0,0,0,0,1,0,6,19,0,0,1,3,0,0,30
105,2019,Enrollment,Abilene Christian University,Mechanical Engineering Technology,Other Eng. Technology Disciplines,0,0,13,0,1,0,0,0,1,0,68,26,0,0,6,0,0,0,115
106,2019,Enrollment,Air Force Institute of Technology,Aeronautical Engineering (M.S),Aerospace Engineering,0,0,1,0,1,1,0,0,2,0,0,0,0,0,30,3,0,0,38
107,2019,Enrollment,Air Force Institute of Technology,Applied Physics (M.S),Engr. Science and Engr. Physics,0,0,2,0,3,0,0,0,1,0,0,0,0,0,20,3,0,1,30
108,2019,Enrollment,Air Force Institute of Technology,Applied Systems Engineering (M.E),Industrial/Manufacturing/Systems Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2019,Enrollment,Air Force Institute of Technology,Astronautical Engineering (M.S),Aerospace Engineering,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,0,10
110,2019,Enrollment,Air Force Institute of Technology,Atmospheric Sciences (M.S),Engr. Science and Engr. Physics,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5,4,0,0,12
111,2019,Enrollment,Air Force Institute of Technology,Computer Engineering (M.S),Computer Engineering,1,0,3,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,11
112,2019,Enrollment,Air Force Institute of Technology,Computer Science (M.S),Computer Science (inside engineering),0,0,5,0,1,0,0,0,1,0,2,0,0,0,22,2,1,0,34
113,2019,Enrollment,Air Force Institute of Technology,Cyber Operations (M.S),Computer Science (inside engineering),0,0,1,0,1,1,0,0,3,0,1,0,0,0,15,3,1,0,26
114,2019,Enrollment,Air Force Institute of Technology,Electrical Engineering (M.S),Electrical Engineering,4,0,2,1,2,0,0,0,5,1,3,2,0,0,45,4,1,0,70
115,2019,Enrollment,Air Force Institute of Technology,Engineering Management (M.S),Engineering Management,1,0,3,0,2,0,0,0,1,0,1,0,1,0,32,9,1,1,52
116,2019,Enrollment,Air Force Institute of Technology,Environmental Engineering and Science (M.S),Environmental Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
117,2019,Enrollment,Air Force Institute of Technology,Industrial Hygiene (M.S),Other Engineering Disciplines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
118,2019,Enrollment,Air Force Institute of Technology,Materials Science (M.S),Aerospace Engineering,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,5
119,2019,Enrollment,Air Force Institute of Technology,Nuclear Engineering (M.S),Nuclear Engineering,0,0,1,0,1,0,0,0,1,0,0,0,0,0,18,0,0,0,21
120,2019,Enrollment,Air Force Institute of Technology,Operations Research (M.S),Other Engineering Disciplines,0,0,2,1,9,1,0,0,3,1,4,0,0,1,29,6,2,0,59
121,2019,Enrollment,Air Force Institute of Technology,Optical Science and Engineering (M.S),Engr. Science and Engr. Physics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
122,2019,Enrollment,Air Force Institute of Technology,Space Systems (M.S),Aerospace Engineering,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,15
